ref;color_en;color_fr;genre;name;description_en;description_fr;image
FX2100;Gold;Gold;HOMME;CLUB C REVENGE;"ELEVATED LEATHER SNEAKERS WITH ICONIC REEBOK STYLE
Luxe simplicity. Lace up an old-school design in premium leather with these men's Club C Revenge Shoes. Rock a throwback vibe with vintage-style Reebok logos and a minimalist look. Enough talk. Time for action.

Lace closure
Leather upper
Rubber midsole
Removable EVA sockliner
Rubber outsole
Imported
Product color: White / Gold Met. / Forest Green
Product code: FX2100";"UNE CHAUSSURE EN CUIR PREMIUM AU LOOK REEBOK ICONIQUE
L’élégance en toute sobriété. Craque pour cette Club C Revenge en cuir de qualité pour homme aux accents old-school. Les logos Reebok rétro et le design minimaliste affirment ses influences vintage. Assez parlé... il est temps de la commander.";FX2100.jpg
FY9419;Blue;Bleu;HOMME;CLUB C REVENGE;"SUPPLE LEATHER SHOES INSPIRED BY CLEAN COURT STYLE
It's all about the details. Luxe touches level up these men's Club C Revenge Shoes. The contrast heel tab shows off an embossed Reebok design. Those side stripes practically vibrate off the supple leather upper. Game, set, match.

Lace closure
Leather upper
Rubber midsole
Textile lining
Rubber cupsole
Imported
Product color: White / Court Blue / White
Product code: FY9419";"UN MODÈLE EN CUIR DOUX INSPIRÉ DU TENNIS
Une finition exceptionnelle. Cette Club C Revenge pour homme offre une grande élégance. Le renfort talon contrastant affiche un design Reebok en relief. Les bandes latérales ressortent joliment de la touche en cuir doux. Jeu, set et match.Fermeture à lacets.
Tige en cuir.

Semelle intermédiaire en caoutchouc.
Doublure textile.
Semelle cupsole en caoutchouc.
Couleur du produit : White / Court Blue / White
Code du produit : FY9419";FY9419.jpg
FY9423;Black;Noir;HOMME;CLUB C REVENGE;"A LEATHER CLUB C WITH VINTAGE DESIGN
Play it simple for a winning style. Take on this men's Club C Revenge with an old-school vibe. Retro Reebok logos and a suede toe and heel cap make a statement about vintage influences. Contrasting side stripes add a pop. Enough talk... time to order.

Lace closure
Suede and leather upper
Rubber midsole
Removable EVA sockliner
Rubber outsole
Product color: Cloud White / Core Black / Cloud White
Product code: FY9423";"UNE LEATHER CLUB C AU DESIGN VINTAGE
Joue la carte de la simplicité pour un style forcément gagnant. Adopte cette Club C Revenge pour homme aux accents old-school. Les logos Reebok rétro et la pointe et le renfort talon en suède affirment ses influences vintage. Les bandes latérales contrastantes ajoutent une touche pop. Assez parlé... il est temps de la commander.

Fermeture à lacets.
Tige en cuir et suède.
Semelle intermédiaire en caoutchouc.
Semelle intérieure amovible en mousse EVA.
Semelle extérieure en caoutchouc.
Couleur du produit : Cloud White / Core Black / Cloud White
Code du produit : FY9423";FY9423.jpg
FY9418;Red;Rouge;HOMME;CLUB C REVENGE;"SUPPLE LEATHER SHOES INSPIRED BY CLEAN COURT STYLE
It's all about the details. Luxe touches level up these men's Club C Revenge Shoes. The contrast heel tab shows off an embossed Reebok design. Those side stripes practically vibrate off the supple leather upper. Game, set, match.

Lace closure
Leather upper
Rubber midsole
Textile lining
Rubber cupsole
Imported
Product color: White / Mars Red / Chalk
Product code: FY9418";"UN MODÈLE EN CUIR DOUX INSPIRÉ DU TENNIS
Une finition exceptionnelle. Cette Club C Revenge pour homme offre une grande élégance. Le renfort talon contrastant affiche un design Reebok en relief. Les bandes latérales ressortent joliment de la touche en cuir doux. Jeu, set et match.

Fermeture à lacets.
Tige en cuir.
Semelle intermédiaire en caoutchouc.
Doublure textile.
Semelle cupsole en caoutchouc.
Couleur du produit : White / Mars Red / Chalk
Code du produit : FY9418";FY9418.jpg
EF3220;Mu red;Mu rouge;HOMME;CLUB C REVENGE MU;"A LEATHER SHOE WITH EIGHTIES STYLE
The Club C has been an icon since its release in the 80s. With its minimalist lines, this men's shoe stays true to the original design. The leather upper and old-school logos add a vintage touch to the ensemble. The side stripes and heel in contrasting colors offer a successful style.

Soft, durable leather upper
Ultra abrasion-resistant rubber outsole for responsiveness
Product Color: White / Black / Legacy Red
Product Code: EF3220";"UNE CHAUSSURE EN CUIR AU STYLE EIGHTIES
La Club C est devenue une icône dès sa sortie dans les années 80. Avec ses lignes minimalistes, ce modèle pour homme reste fidèle au design d'origine. La tige en cuir et les logos old-school apportent une touche vintage à l'ensemble. Les bandes latérales et le talon aux coloris contrastants offrent un style réussi.

Tige en cuir douce et résistante.
Semelle extérieure en caoutchouc ultra-résistant à l'abrasion pour une meilleure réactivité.
Couleur du produit : White / Black / Legacy Red
Code du produit : EF3220";EF3220.jpg
FZ0850;Grow;Grow;HOMME;CLUB C GROW;"AN ICONIC SHOE MADE FROM PLANT-BASED MATERIALS
A clean, minimalist, planet-friendly look. The Club C by Reebok is associated with the tennis style of the 80s. Its athletic influences are blended with an eco-friendly commitment as this model is made with at least 50% plant-based materials. The men's Club C Grow has a bio-sourced cotton upper that is both soft and breathable. The BLOOM algae EVA midsole provides impeccable cushioning and its production removes harmful algae from our waters. The outsole is flexible, durable and made of natural rubber that helps limit deforestation.

Upper with 50% bio-sourced cotton
EVA midsole made of BLOOM algae
Natural rubber outsole
Product Color: Chalk / Reebok Rubber Gum-03 / Collegiate Navy
Product Code: FZ0850";"UNE CHAUSSURE ICONIQUE FABRIQUÉE À PARTIR DE MATIÈRES VÉGÉTALES
Un look épuré, minimaliste et respectueux de la planète. La Club C de Reebok s'associe au style tennis des années 80. Ses influences sportives se mêlent à un engagement éco-responsable puisque ce modèle est fabriquée avec au moins 50 % de matériaux d'origine végétale. La Club C Grow pour homme possède une tige en coton bio-sourcé qui est à la fois douce et respirante. La semelle intermédiaire EVA en algues BLOOM offre un amorti impeccable et sa production permet de retirer les algues nocives de nos eaux. La semelle extérieure est souple, résistante et fabriquée en caoutchouc naturel qui aide à limiter la déforestation.

Tige contenant 50 % de coton bio-sourcé.
Semelle intermédiaire EVA en algues BLOOM.
Semelle extérieure en caoutchouc naturel.
Couleur du produit : Chalk / Reebok Rubber Gum-03 / Collegiate Navy
Code du produit : FZ0850";FZ0850.jpg
BS7686;White;Blanc;FEMME;CLUB C 85;"THE REBIRTH OF A CLASSIC SNEAKER
There's nothing quite like a fresh white sneaker, and the Club C 85 is the original. Clean white leather keeps these women's shoes on point and matches any trendy look. The durable outsole makes the look last while a classic logo on the side pays homage to our roots.

Soft leather upper for support and comfort
Low-cut design for mobility and freedom of motion
Durable high-abrasion rubber outsole
Imported
Product color: White / Light Grey / Gum
Product code: BS7686";"LE RETOUR D'UNE ICÔNE.
Rien de tel qu’une tennis blanche à tige basse, et notre Club C 85 est justement le modèle le plus authentique. Elle est ultra tendance et s’associe à tous vos looks. Le petit drapeau sur le côté rend hommage à nos racines anglaises.

Tige en cuir pour un bon maintien.
Tige basse pour un style élégant et sophistiqué.
Semelle intermédiaire en EVA, qui amortit et absorbe efficacement les chocs.
Contrasting textile tongue
Bonne adhérence de la semelle extérieure.
0
Couleur du produit : White / Light Grey / Gum
Code du produit : BS7686";BS7686.jpg
BS8242;Green;Vert;FEMME;CLUB C 85;"A CLASSIC MODEL INSPIRED BY OUR ARCHIVES
Does your passion for excellence drive you to refuse any compromise? This Classic tennis shoe is for you! This iconic model with its clean lines is just as comfortable on the court as it is in the city. A model made for aesthetes. Exceptional quality.

Materials: Soft garment leather upper for full-foot support
Designed for: Classic style, daily wear, athleisure
Low-cut design for a sleek and sophisticated silhouette
Lightweight, die-cut EVA midsole absorbs impact and a padded foam sockliner cushions
High abrasion rubber outsole adds durable responsiveness
Terry lining on tongue top and heel for comfort with vintage appeal
Woven Reebok label and bring-back blue for a touch of throwback advantage
Imported
Product color: Chalk / Glen Green / Paper White / Excellent Red
Product code: BS8242";"UN MODÈLE CLASSIC INSPIRÉ DE NOS ARCHIVES
Votre passion pour l'excellence vous pousse à refuser tout compromis ? Cette chaussure de tennis Classic est faite pour vous ! Ce modèle emblématique aux lignes épurées est tout aussi à l'aise sur le court qu'en ville. Un modèle fait pour les esthètes. Une qualité exceptionnelle.

Tige en cuir souple pour un soutien du pied intégral sur le court et ailleurs.
Bonne amplitude de la cheville et foulées fluides grâce à la tige basse.
Semelle intermédiaire en EVA ajouré pour absorber les chocs, en toute légèreté.
Semelle intérieure rembourrée, pour un amorti confortable.
Semelle extérieure en caoutchouc ultra-résistant à l'abrasion pour une adhérence à toute épreuve.
Doublure en tissu éponge sur la partie supérieure de la languette et du talon pour le confort et une allure vintage.
Étiquette tissée Reebok et couleur bleue rétro pour une touche d’authenticité.
Couleur du produit : Chalk / Glen Green / Paperwhite / Excellent Red
Code du produit : BS8242";BS8242.jpg
FY9796;Gold;Gold;FEMME;CLUB C DOUBLE;"
";;FY9796.jpg
FW8015;White;Blanc;FEMME;CLUB C DOUBLE;"ARCHIVE-INSPIRED LEATHER SHOES WITH A PLATFORM MIDSOLE
Game. Set. Match. These women's tennis-inspired shoes elevate your style with a stacked midsole for extra height and a chunky profile. The upper is made of supple leather for a clean, minimalist look.

Leather upper
Regular fit
Full rubber cupsole for durability and traction
Imported
Product color: White / White / Cold Grey 2
Product code: FW8015";"UNE CHAUSSURE TOUT DROIT SORTIE DE NOS ARCHIVES AVEC UNE SEMELLE INTERMÉDIAIRE ÉPAISSE.
Jeu, set et match. Ce modèle pour femme s'inspire de l'univers du tennis et affiche une semelle massive qui te fait prendre de la hauteur. Sa tige épurée est fabriquée en cuir souple pour un look soigné.

Tige en cuir.
Coupe standard.
Semelle extérieure en caoutchouc pour la longévité et l'adhérence.
Couleur du produit : White / White / Cold Grey 2
Code du produit : FW8015";FW8015.jpg
FY5165;Gray;Gris;FEMME;CLUB C DOUBLE;"A RETRO-INSPIRED SNEAKER WITH AN XXL SOLE
Get on stage and rock the crowd. This women's Club C Double will take your style to the top with its minimalist, tennis court-inspired styling and pops of color. With a chunky midsole, you'll look great.

Lace closure
Leather upper
Openwork EVA midsole
Removable EVA foam insole
Textile lining
Rubber outsole
Product Color: Cloud White / Cold Grey 2 / Dynamic Red
Product Code: FY5165";"UNE BASKET D'INSPIRATION RÉTRO AVEC UNE SEMELLE XXL
Monte sur scène et déchaîne les foules. Cette Club C Double pour femme va propulser ton style au sommet avec son style minimaliste inspiré des courts de tennis et ses touches de couleur. Avec sa semelle intermédiaire volumineuse, tu vas avoir fière allure.

Fermeture à lacets.
Tige en cuir.
Semelle intermédiaire en EVA ajouré.
Semelle intérieure amovible en mousse EVA.
Doublure textile.
Semelle extérieure en caoutchouc.
Couleur du produit : Cloud White / Cold Grey 2 / Dynamic Red
Code du produit : FY5165";FY5165.jpg
FY7358;Red;Rouge;FEMME;AD COURT;"A SHOE INSPIRED BY OLD-SCHOOL TENNIS
Dominate the court. Even if you think the court is the street. This women's leather shoe is inspired by the tennis world of the 80s. Go wildly retro with its fluffy trim and contrasting accents. A winning style.

Lace closure
Leather upper
EVA midsole
Rubber outsole
Product Color: Cloud White / Sahara / Sand Beige
Product Code: FY7358";"UNE CHAUSSURE INSPIRÉE DU TENNIS OLD-SCHOOL
Domine le court. Même si pour toi le court c'est la rue. Cette chaussure en cuir pour femme s'inspire de l'univers du tennis des années 80. Adopte un look furieusement rétro avec son liseré duveteux et ses touches contrastantes. Un style forcément gagnant.

Fermeture à lacets.
Tige en cuir.
Semelle intermédiaire en EVA
Semelle extérieure en caoutchouc.
Couleur du produit : Cloud White / Sahara / Sand Beige
Code du produit : FY7358";FY7358.jpg
FY5001;Gray;Gris;FEMME;AD COURT;"AN OLD-SCHOOL LEATHER SHOE MADE FOR THE PRESENT
A winning style. Step up to the net and dominate the court or the city with this Reebok women's shoe. The design combines 80's tennis with contemporary influences. Its raised piping and metallic highlights on the heel are sure to add some pep. The final touch? An outsole that reminds a real tennis net.

Lace closure
Leather upper
Textile lining
Full-length rubber outsole with EVA insert.
Metal heel reinforcement.
Product Color: Cloud White / Flint Grey Metallic / Chalk
Product Code: FY5001";"UNE CHAUSSURE EN CUIR OLD-SCHOOL TAILLÉE POUR LE PRÉSENT
Un style forcément gagnant. Monte au filet et domine le court ou la ville avec cette chaussure Reebok pour femme. Son design allie univers du tennis des 80's et influences contemporaines. Ses liserés en relief et ses reflets métalliques sur le talon ne manquent pas de peps. La touche finale ? Une semelle extérieure qui rappelle un vrai filet de tennis.

Fermeture à lacets.
Tige en cuir.
Doublure textile.
Semelle extérieure en caoutchouc sur toute la longueur avec un empiècement en EVA.
Renfort talon métallique.
Couleur du produit : Cloud White / Flint Grey Metallic / Chalk
Code du produit : FY5001";FY5001.jpg
FY7344;Zebra;ZÃ¨bre;FEMME;AD COURT;"A TENNIS-INSPIRED SHOE IN A REVISITED OLD-SCHOOL DESIGN
Fiercely trendy. This women's shoe will take you off the beaten path. Its unique style is inspired by the tennis world of the 80s. With its animal print, the leather upper will boost your outfit. The metallic details and piping add the finishing touch. We bet you'll fall for it.

Lace closure
Leather upper
Textile lining
Full-length rubber outsole with EVA insert
Metal logo on heel
Product Color: Chalk / Core Black / Chalk
Product Code: FY7344";"UNE CHAUSSURE INSPIRÉE DU TENNIS DANS UN DESIGN OLD-SCHOOL REVISITÉ
Férocement tendance. Cette chaussure pour femme va t'emmener en dehors des sentiers battus. Son style unique s'inspire de l'univers du tennis des années 80. Avec son imprimé animal, la tige en cuir va booster tes tenues. Les détails métalliques et le liseré ajoutent la touche finale. On parie que tu vas craquer.

Fermeture à lacets.
Tige en cuir.
Doublure textile.
Semelle extérieure en caoutchouc sur toute la longueur avec un empiècement en EVA.
Logo métallique sur le talon.
Couleur du produit : Chalk / Core Black / Chalk
Code du produit : FY7344";FY7344.jpg
GX0038;Brillante white;Blanc brillant;FEMME;CLUB C CARDI;"CLASSIC CLUB C SHOES INFUSED WITH CARDI B CHARACTER
These women's Reebok shoes designed by Cardi B add a pop of attitude to your breakthrough style. The high-fashion-meets-street mash-up mirrors Cardi's layered look. The platform height pays homage to her larger-than-life music career and personality. A translucent outsole keeps it real, 24/7, just like the shoe's namesake.

Tie the lace closure all the way up for a tighter fit
Leather upper
Cardi B collaboration
Textile lining
Translucent outsole
Imported
Product color: Ftwr White / Ftwr White / Ftwr White
Product code: GX0038";"UNE CLUB C AVEC TOUTE LA FORCE DE CARACTÈRE DE CARDI B
Cette chaussure Reebok pour femme signée Cardi B va mettre une bonne dose d'audace dans ton dressing. Son look tout en relief associe haute-couture et influences urbaines. Sa plateforme rend hommage à la carrière explosive de Cardi et sa personnalité insolite. La semelle extérieure translucide te fait garder les pieds sur terre.Attache les lacets jusqu'en haut pour un ajustement au plus près.

Tige en cuir.
Créée en collaboration avec Cardi B.
Doublure textile.
Semelle extérieure translucide.
Couleur du produit : Cloud White / Cloud White / Cloud White
Code du produit : GX0038";GX0038.jpg
H05182;Sand;Sable;FEMME;CLUB C CARDI;"CLASSIC CLUB C SHOES INFUSED WITH CARDI B CHARACTER
These women's Reebok shoes designed by Cardi B add a pop of attitude to your breakthrough style. The high-fashion-meets-street mash-up mirrors Cardi's layered look. The platform height pays homage to her larger-than-life music career and personality. A translucent outsole keeps it real, 24/7, just like the shoe's namesake.

Tie the lace closure all the way up for a tighter fit
Leather upper
Cardi B collaboration
Textile lining
Translucent outsole
Imported
Product color: Sahara / Core Black / Sahara
Product code: H05182";"UNE CLUB C AVEC TOUTE LA FORCE DE CARACTÈRE DE CARDI B
Cette chaussure Reebok pour femme signée Cardi B va mettre une bonne dose d'audace dans ton dressing. Son look tout en relief associe haute-couture et influences urbaines. Sa plateforme rend hommage à la carrière explosive de Cardi et sa personnalité insolite. La semelle extérieure translucide te fait garder les pieds sur terre.Attache les lacets jusqu'en haut pour un ajustement au plus près.

Tige en cuir.
Créée en collaboration avec Cardi B.
Doublure textile.
Semelle extérieure translucide.
Couleur du produit : Sahara / Core Black / Sahara
Code du produit : H05182";H05182.jpg
H01012;White;Blanc;FEMME;CLUB C CARDI;"AN ORIGINAL CLUB C VALIDATED BY CARDI B
Cardi B once again affirms her sharp sense of style with this urban-focused Club C for women. This model draws its inspiration from high fashion, streetwear and Cardi B's personality to create a truly audacious style.

Lace closure
Patent leather upper
TPU transparent cross check on the side
Textile lining
Translucent midsole and outsole
Tongue loop
Cardi B logo on insole
Product Color: Chalk / Chalk / Clear
Product Code: H01012";"UNE CLUB C ORIGINALE VALIDÉE PAR CARDI B
Cardi B affirme une fois de plus son sens aiguisé du style avec cette Club C aux accents urbains pour femme. Ce modèle puise son inspiration dans la haute couture, le streetwear et la personnalité de Cardi B pour créer un style vraiment audacieux.

Fermeture à lacets.
Tige en cuir verni.
Cross check transparent en TPU sur le côté.
Doublure textile.
Semelle intermédiaire et semelle extérieure translucides.
Passant languette.
Logo Cardi B sur la semelle intérieure.
Couleur du produit : Chalk / Chalk / Clear
Code du produit : H01012";H01012.jpg
GX7632;Blue;Bleu;FEMME;CLUB C CARDI;"CLASSIC CLUB C SHOES INFUSED WITH CARDI B CHARACTER
These women's Reebok shoes designed by Cardi B add a pop of attitude to your breakthrough style. The high-fashion-meets-street mash-up mirrors Cardi's layered look. The platform height pays homage to her larger-than-life music career and personality. A translucent outsole keeps it real, 24/7, just like the shoe's namesake.

Tie the lace closure all the way up for a tighter fit
Leather upper
Cardi B collaboration
Textile lining
Translucent outsole
Imported
Product color: Crisp Purple / Crisp Purple / Crisp Purple
Product code: GX7632";"UNE CLUB C AVEC TOUTE LA FORCE DE CARACTÈRE DE CARDI B
Cette chaussure Reebok pour femme signée Cardi B va mettre une bonne dose d'audace dans ton dressing. Son look tout en relief associe haute-couture et influences urbaines. Sa plateforme rend hommage à la carrière explosive de Cardi et sa personnalité insolite. La semelle extérieure translucide te fait garder les pieds sur terre.Attache les lacets jusqu'en haut pour un ajustement au plus près.

Tige en cuir.
Créée en collaboration avec Cardi B.
Doublure textile.
Semelle extérieure translucide.
Couleur du produit : Crisp Purple / Crisp Purple / Crisp Purple
Code du produit : GX7632";GX7632.jpg
FY7435;Orange;Orange;FEMME;CL LEGACY;"ARCHIVE-INSPIRED REEBOK SHOES MADE FOR TODAY'S STREETS
You're no wallflower. Break free from your followers in these women's Classic Leather Legacy Shoes from Reebok. Lace up a revamped archival style with eye-catching details like serrated edges and a chunky midsole. Rugged ripstop mesh underlays add an outdoor-inspired vibe. Shy? Never.

Lace closure
Nylon, ripstop mesh and suede upper
Synthetic lining
Exposed foam tongue
EVA midsole
Rubber outsole
Imported
Product color: White / Orange Flare / Digital Glow
Product code: FY7435";"UN STYLE INSPIRÉ DE NOS ARCHIVES PLUS QUE JAMAIS DANS L'AIR DU TEMPS
Passer inaperçue ? Impossible avec cette Classic Leather Legacy pour femme. Elle revisite un modèle tout droit sorti de nos archives avec des détails audacieux comme des bords crantés et une semelle intermédiaire épaisse. Les empiècements en mesh anti-déchirures ajoutent une jolie vibe outdoor. Prépare-toi à faire des jalouses.

Fermeture à lacets.
Tige en nylon, mesh anti-déchirures et suède.
Doublure synthétique.
Mousse apparente sur la languette.
Semelle intermédiaire en EVA.
Semelle extérieure en caoutchouc.
Couleur du produit : White / Orange Flare / Digital Glow
Code du produit : FY7435";FY7435.jpg
FY7443;Yellow;Jaune;FEMME;CL LEGACY;"AN OLD-SCHOOL SHOE THAT DOESN'T LACK RELIEF
Tired of the commonplace sneakers you see everywhere? You've come to the right place. This women's Classic Leather Legacy will turn heads. Pops of vitamin colors? Yes. Notched edges with vintage influences? We know you'll fall for it. The icing on the cake, it sports a leather, mesh and suede upper.

Lace closure
Leather and mesh upper with suede inserts
Synthetic lining
Lightweight EVA midsole
Rubber outsole
Product Color: Cloud White / Luminous Lilac / Sand Stone
Product Code: FY7443";"UNE CHAUSSURE OLD-SCHOOL QUI NE MANQUE PAS DE RELIEF
Marre des baskets banales que l'on voit partout ? Tu es au bon endroit. Cette Classic Leather Legacy pour femme va faire tourner toutes les têtes. Pops de couleurs vitaminées ? Oui. Bords crantés aux influences vintage ? On sait que tu vas craquer. Cerise sur le gâteau, elle arbore une tige en cuir, mesh et suède.

Fermeture à lacets.
Tige en cuir et mesh avec empiècements en suède.
Doublure synthétique.
Semelle intermédiaire légère en EVA.
Semelle extérieure en caoutchouc.
Couleur du produit : Cloud White / Luminous Lilac / Sand Stone
Code du produit : FY7443";FY7443.jpg
FY7315;Pink;Rose;FEMME;REEBOK LEGACY 83;"TRAIL-INSPIRED SNEAKERS WITH SHIMMERY ACCENTS
Sure, you could lace up a pair of subtle kicks. But why? Go all out on fearless style in these women's Reebok Legacy 83 Shoes. Fierce outdoor-inspired details like a lugged outsole level up your sneaker game. Pearlized overlays and metallic-gold accents take your look from dim light to full-on fire.

Lace closure
Textile upper with TPU overlays
Textile lining
Lugged rubber outsole
Imported
Product color: Ceramic Pink / Dynamic Red / Morning Fog
Product code: FY7315";"UNE BASKET D'INSPIRATION TRAIL AUX DÉTAILS BRILLANTS
Pourquoi faire simple quand on peut faire ultra-stylé ? Adopte un look redoutablement mode avec cette Reebok Legacy 83 pour femme. Elle présente de nombreux détails outdoor comme une semelle extérieure crantée. Les empiècements irisés et les accents dorés vont mettre le feu à toutes tes tenues.

Fermeture à lacets.
Tige textile avec empiècements en TPU.
Doublure textile.
Semelle extérieure en caoutchouc crantée.
Couleur du produit : Ceramic Pink / Dynamic Red / Morning Fog
Code du produit : FY7315";FY7315.jpg
FY7318;Blue;Bleu;FEMME;REEBOK LEGACY 83;"ARCHIVE-INSPIRED SHOES WITH AN EMPOWERING AESTHETIC
You don't need permission to be yourself. So go ahead and be the best you possible in these women's Reebok Legacy 83 Shoes. Translucent accents and a color pinstripe through the midsole make a statement. Because you don't need to say a word.

Lace closure
Nylon and mesh upper with suede overlays
Textile lining
Trail-inspired lugged outsole
Imported
Product color: Ceramic Pink / Boulder Grey / Twisted Coral
Product code: FY7318";"UNE PAIRE PLEINE DE CARACTÈRE SORTIE DE NOS ARCHIVES
Sois toi-même. Ose donner le meilleur de toi-même avec cette Reebok Legacy 83 pour femme. Des détails translucides et une bande colorée sur la semelle intermédiaire affirment ton caractère. Plus besoin de mots pour dire qui tu es.

Fermeture à lacets.
Tige en mesh et nylon avec empiècements en suède.
Doublure textile.
Semelle extérieure crantée inspirée du style trail.
Couleur du produit : Ceramic Pink / Boulder Grey / Twisted Coral
Code du produit : FY7318";FY7318.jpg
